기초시군구(관할관청),업체명,연락처,폐기물구분,폐기물명,연간배출량(톤)
울산광역시 남구,SK picglobal(주),052-278-5530,사업장배출시설계폐기물,금속성폐촉매,5.07
울산광역시 남구,SK picglobal(주),052-278-5530,사업장배출시설계폐기물,폐내화물,91.91
울산광역시 남구,SK picglobal(주),052-278-5530,사업장배출시설계폐기물,폐유리섬유,21.31
울산광역시 남구,SK picglobal(주),052-278-5530,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),9.54
울산광역시 남구,SK picglobal(주),052-278-5530,사업장배출시설계폐기물,폐활성탄,59.9
울산광역시 남구,SK picglobal(주),052-278-5530,사업장배출시설계폐기물,플라스틱폐포장재,12.89
울산광역시 남구,SK picglobal(주),052-278-5530,사업장생활계폐기물,음식물류폐기물,44.352
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",305.15
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,그 밖의 공정오니(무기성),20.16
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,그 밖의 폐기물,257.37
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,그 밖의 폐수처리오니,97.36
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,그 밖의 폐촉매,12415.26
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),31.98
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,금속성폐촉매,1295.99
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,샌드블라스트폐사,1563.37
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,음식물류폐기물,509.24
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,정수처리오니,5464.02
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,폐내화물,189.37
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,폐보드류,300.72
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,폐분말소화기,20.66
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,폐수처리오니,10695.28
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,폐패각,6.28
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1083.83
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,폐활성탄,442.45
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,폐흡수제,61.81
울산광역시 남구,SK에너지 주식회사,052-208-2932,사업장배출시설계폐기물,폐흡착제,559.04
울산광역시 남구,SK엔무브주식회사,052-208-3825,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",77.03
울산광역시 남구,SK엔무브주식회사,052-208-3825,사업장배출시설계폐기물,그 밖의 폐기물,1.37
울산광역시 남구,SK엔무브주식회사,052-208-3825,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),48.83
울산광역시 남구,SK엔무브주식회사,052-208-3825,사업장배출시설계폐기물,폐보드류,4.21
울산광역시 남구,SK엔무브주식회사,052-208-3825,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),61.91
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",242.12
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,그 밖의 공정오니(무기성),144.36
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,그 밖의 폐기물,128.86
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),311.53
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,금속성폐촉매,204.39
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,샌드블라스트폐사,125.68
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,폐내화물,360.59
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,폐보드류,144.91
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,폐수처리오니,275.47
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1475.41
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,폐흡수제,65.15
울산광역시 남구,SK지오센트릭 주식회사,052-208-3367,사업장배출시설계폐기물,폐흡착제,3082.38
울산광역시 남구,SK케미칼 주식회사,052-279-1723,사업장배출시설계폐기물,그 밖의 공정오니(유기성),840.48
울산광역시 남구,SK케미칼 주식회사,052-279-1723,사업장배출시설계폐기물,그 밖의 폐목재류,184.27
울산광역시 남구,SK케미칼 주식회사,052-279-1723,사업장배출시설계폐기물,그 밖의 폐수처리오니,1903.6
울산광역시 남구,SK케미칼 주식회사,052-279-1723,사업장배출시설계폐기물,폐석고,47.99
울산광역시 남구,SK케미칼 주식회사,052-279-1723,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1703.9831
울산광역시 남구,SK케미칼 주식회사,052-279-1723,사업장배출시설계폐기물,폐활성탄,3.09
울산광역시 남구,SK케미칼 주식회사,052-279-1723,사업장생활계폐기물,음식물류폐기물,116.42
울산광역시 남구,sk이노베이션(주) 울산CLX,052-208-5718,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),0.14
울산광역시 남구,sk이노베이션(주) 울산CLX,052-208-5718,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",14.7
울산광역시 남구,굿모닝병원,052-259-9080,사업장생활계폐기물,그 밖의 폐기물,42.71
울산광역시 남구,굿모닝병원,052-259-9080,사업장생활계폐기물,음식물류폐기물,33.27
울산광역시 남구,금호석유화학(주)울산수지공장,052-279-8675,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",154.73
울산광역시 남구,금호석유화학(주)울산수지공장,052-279-8675,사업장배출시설계폐기물,그 밖의 폐기물,51.37
울산광역시 남구,금호석유화학(주)울산수지공장,052-279-8675,사업장배출시설계폐기물,그 밖의 폐수처리오니,5940.46
울산광역시 남구,금호석유화학(주)울산수지공장,052-279-8675,사업장배출시설계폐기물,음식물류폐기물,14.12
울산광역시 남구,금호석유화학(주)울산수지공장,052-279-8675,사업장배출시설계폐기물,폐내화물,9.05
울산광역시 남구,금호석유화학(주)울산수지공장,052-279-8675,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1500.48
울산광역시 남구,뉴코아아울렛 울산점,052-228-5005,사업장생활계폐기물,그 밖의 폐기물,57.66
울산광역시 남구,뉴코아아울렛 울산점,052-228-5005,사업장생활계폐기물,음식물류폐기물,6.9
울산광역시 남구,뉴코아아울렛 울산점,052-228-5005,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),3.25
울산광역시 남구,대륙금속(주),052-239-0834,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),85.98
울산광역시 남구,대륙금속(주),052-239-0834,사업장배출시설계폐기물,폐활성탄,50
울산광역시 남구,대륙금속(주),052-239-0834,사업장생활계폐기물,음식물류폐기물,7.584
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,그 밖의 분진,0.6
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,그 밖의 폐기물,11.63
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,그 밖의 폐목재류,55.14
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),11.76
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,폐보드류,7.76
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,폐분말소화기,6.38
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,폐수처리오니,1509.83
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),4836.64
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,폐활성탄,0.32
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장배출시설계폐기물,폐흡착제,39.76
울산광역시 남구,대한유화(주)울산공장,052-278-8235,사업장생활계폐기물,음식물류폐기물,54.056
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,그 밖의 공정오니(유기성),1519.72
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,그 밖의 분진,5.28
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,그 밖의 폐기물,282.79
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,그 밖의 폐냉매물질,0
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,그 밖의 폐수처리오니,2761.93
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,그 밖의 폐촉매,20.74
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),16.35
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,폐내화물,0
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,폐석고,0
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),214.56
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,폐활성탄,8.77
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,폐흡수제,10.9
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장배출시설계폐기물,폐흡착제,235.54
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",39.09
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,1차폐전지(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조제4호에 해당하는 것을 말한다),0
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,건설폐토석,99.31
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,음식물류폐기물,62.704
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,폐분말소화기,1.23
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),1.13
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,폐아스팔트콘크리트,175.53
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,폐콘크리트,21.89
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),86.11
울산광역시 남구,롯데케미칼 주식회사 울산1공장,052-278-3554,사업장생활계폐기물,폐형광등,0.18
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,그 밖의 공정오니(유기성),3252.02
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,그 밖의 분진,62.03
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,그 밖의 폐기물,86.54
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,그 밖의 폐냉매물질,0
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,그 밖의 폐수처리오니,7860.7
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,그 밖의 폐촉매,62.29
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),89.2
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,폐내화물,4.07
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,폐석고,17.37
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1176.42
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,폐활성탄,48.34
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,폐흡수제,0
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장배출시설계폐기물,폐흡착제,0
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",36.58
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,1차폐전지(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조제4호에 해당하는 것을 말한다),0
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,건설폐토석,51.64
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,음식물류폐기물,54.88
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,폐분말소화기,0.42
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),0.63
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,폐아스팔트콘크리트,0
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,폐콘크리트,98.82
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),66.1
울산광역시 남구,롯데케미칼 주식회사 울산2공장,052-226-6447,사업장생활계폐기물,폐형광등,0.08
울산광역시 남구,명성환경,052-225-6033,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",1.43
울산광역시 남구,명성환경,052-225-6033,,그 밖의 폐유,97.02
울산광역시 남구,명성환경,052-225-6033,,그 밖의 폐유기용제,13.31
울산광역시 남구,명성환경,052-225-6033,,폐윤활유(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조에 따른 재활용의무 대상 제품ㆍ포장재인 기어유 및 내연기관용 윤활유를 말한다),353.73
울산광역시 남구,명성환경,052-225-6033,,폐황산(폐황산이 포함된 2차폐축전지를 제외한다),3.62
울산광역시 남구,명성환경,052-225-6033,,폐황산이 포함된 2차폐축전지,49.04
울산광역시 남구,송원산업(주),052-273-9841,사업장배출시설계폐기물,그 밖의 분진,24.28
울산광역시 남구,송원산업(주),052-273-9841,사업장배출시설계폐기물,그 밖의 폐기물,10.14
울산광역시 남구,송원산업(주),052-273-9841,사업장배출시설계폐기물,그 밖의 폐수처리오니,3431.57
울산광역시 남구,송원산업(주),052-273-9841,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),269.66
울산광역시 남구,송원산업(주),052-273-9841,사업장생활계폐기물,음식물류폐기물,16.816
울산광역시 남구,에스엔에프코리아(주) 울산공장,052-270-0774,사업장배출시설계폐기물,그 밖의 폐수처리오니,244.35
울산광역시 남구,에스엔에프코리아(주) 울산공장,052-270-0774,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),374.44
울산광역시 남구,에스엔에프코리아(주) 울산공장,052-270-0774,사업장배출시설계폐기물,플라스틱폐포장재,5.25
울산광역시 남구,에스엔에프코리아(주) 울산공장,052-270-0774,사업장생활계폐기물,그 밖의 폐유리,0.05
울산광역시 남구,에스엔에프코리아(주) 울산공장,052-270-0774,사업장생활계폐기물,음식물류폐기물,3.92
울산광역시 남구,에스케이피유코어 주식회사,,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",15.92
울산광역시 남구,에스케이피유코어 주식회사,,사업장배출시설계폐기물,그 밖의 폐목재류,40.5
울산광역시 남구,에스케이피유코어 주식회사,,사업장배출시설계폐기물,폐보드류,1.07
울산광역시 남구,에스케이피유코어 주식회사,,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),63.05
울산광역시 남구,에스케이피유코어 주식회사,,사업장배출시설계폐기물,플라스틱폐포장재,14.22
울산광역시 남구,울산광역시 하수슬러지처리시설,052-257-1263,사업장배출시설계폐기물,사업장폐기물 소각시설 소각재(바닥재와 비산재가 혼합된 경우를 말한다),4321.59
울산광역시 남구,울산광역시 하수슬러지처리시설,052-257-1263,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),26.91
울산광역시 남구,울산대학교1,052-259-2046,사업장생활계폐기물,"(구)임목폐목재(건설공사, 산지개간 등의 과정에서 발생된 나무뿌리, 가지, 줄기 등을 말한다)",141.08
울산광역시 남구,울산대학교1,052-259-2046,사업장생활계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(접착제, 페인트, 기름, 콘크리트 등의 물질이 사용된 목재를 말한다)",18.37
울산광역시 남구,울산대학교1,052-259-2046,사업장생활계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),272.74
울산광역시 남구,울산대학교1,052-259-2046,사업장생활계폐기물,음식물류폐기물,16.952
울산광역시 남구,울산대학교1,052-259-2046,사업장생활계폐기물,폐유리,1.02
울산광역시 남구,울산대학교1,052-259-2046,,연구ㆍ검사용 폐시약,1.88
울산광역시 남구,울산배터리할인점,,,폐황산이 포함된 2차폐축전지,42.92
울산광역시 남구,울산센트럴자이 상가관리사무소,052-275-9901,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),91.03
울산광역시 남구,울산센트럴자이 상가관리사무소,052-275-9901,사업장배출시설계폐기물,음식물류폐기물,87.431
울산광역시 남구,울산수산업협동조합 공판장,052-267-3073,사업장생활계폐기물,수산물가공잔재물,62.3
울산광역시 남구,울산아로마틱스(주),052-208-3652,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",25.1
울산광역시 남구,울산아로마틱스(주),052-208-3652,사업장배출시설계폐기물,그 밖의 폐기물,25.64
울산광역시 남구,울산아로마틱스(주),052-208-3652,사업장배출시설계폐기물,샌드블라스트폐사,39.48
울산광역시 남구,울산아로마틱스(주),052-208-3652,사업장배출시설계폐기물,폐흡착제,1.23
울산광역시 남구,울산아로마틱스(주),052-208-3652,사업장생활계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),30.58
울산광역시 남구,의료법인혜명심의료재단(울산병원),052-259-5152,사업장생활계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),126.82
울산광역시 남구,이스트만화이버코리아(주),052-701-1633,사업장배출시설계폐기물,그 밖의 폐목재류,156.31
울산광역시 남구,이스트만화이버코리아(주),052-701-1633,사업장배출시설계폐기물,폐수처리오니,57.44
울산광역시 남구,이스트만화이버코리아(주),052-701-1633,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),393.51
울산광역시 남구,이스트만화이버코리아(주),052-701-1633,사업장생활계폐기물,음식물류폐기물,14.328
울산광역시 남구,일진기계(주),052-259-8800,사업장배출시설계폐기물,그 밖의 광재류,58.31
울산광역시 남구,일진기계(주),052-259-8800,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),59.73
울산광역시 남구,일진기계(주),052-259-8800,사업장생활계폐기물,음식물류폐기물,12.456
울산광역시 남구,컬러스앤이펙츠코리아(주),052-229-0313,사업장배출시설계폐기물,그 밖의 공정오니(유기성),49.68
울산광역시 남구,컬러스앤이펙츠코리아(주),052-229-0313,사업장배출시설계폐기물,그 밖의 폐기물,0.36
울산광역시 남구,컬러스앤이펙츠코리아(주),052-229-0313,사업장배출시설계폐기물,그 밖의 폐목재류,242.58
울산광역시 남구,컬러스앤이펙츠코리아(주),052-229-0313,사업장배출시설계폐기물,그 밖의 폐수처리오니,1635.7
울산광역시 남구,컬러스앤이펙츠코리아(주),052-229-0313,사업장배출시설계폐기물,폐종이류,205.9
울산광역시 남구,컬러스앤이펙츠코리아(주),052-229-0313,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),103.49
울산광역시 남구,컬러스앤이펙츠코리아(주),052-229-0313,사업장생활계폐기물,음식물류폐기물,10.584
울산광역시 남구,케이알에너지(주),070-8894-1247,사업장배출시설계폐기물,그 밖의 분진,5308.38
울산광역시 남구,케이알에너지(주),070-8894-1247,사업장배출시설계폐기물,사업장폐기물 소각시설 바닥재,14709.19
울산광역시 남구,코스포영남파워(주),052-938-5011,사업장배출시설계폐기물,그 밖의 폐목재류,2.33
울산광역시 남구,코스포영남파워(주),052-938-5011,사업장배출시설계폐기물,그 밖의 폐수처리오니,19.7
울산광역시 남구,코스포영남파워(주),052-938-5011,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),25.94
울산광역시 남구,코스포영남파워(주),052-938-5011,사업장생활계폐기물,음식물류폐기물,3.92
울산광역시 남구,코스포영남파워(주),052-938-5011,,그 밖의 폐유,4.34
울산광역시 남구,코스포영남파워(주),052-938-5011,,폐유성페인트,1.55
울산광역시 남구,코오롱인더스트리(주) 울산공장,052-259-8123,사업장배출시설계폐기물,그 밖의 폐목재류,9.62
울산광역시 남구,코오롱인더스트리(주) 울산공장,052-259-8123,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),80.08
울산광역시 남구,코오롱인더스트리(주) 울산공장,052-259-8123,사업장배출시설계폐기물,폐보드류,0.47
울산광역시 남구,코오롱인더스트리(주) 울산공장,052-259-8123,사업장배출시설계폐기물,폐수처리오니,2191.79
울산광역시 남구,코오롱인더스트리(주) 울산공장,052-259-8123,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),102.6
울산광역시 남구,코오롱인더스트리(주) 울산공장,052-259-8123,사업장배출시설계폐기물,폐활성탄,14.6
울산광역시 남구,코오롱인더스트리(주) 울산공장,052-259-8123,사업장생활계폐기물,음식물류폐기물,9.792
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장배출시설계폐기물,그 밖의 폐기물,14.12
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장배출시설계폐기물,그 밖의 폐목재류,91.01
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장배출시설계폐기물,그 밖의 폐섬유,60.52
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장배출시설계폐기물,그 밖의 폐수처리오니,4332.7
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장배출시설계폐기물,폐분말소화기,1.82
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장배출시설계폐기물,폐폴리염화비닐수지류,69.91
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장배출시설계폐기물,폐합성섬유,2495.99
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1557.37
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장배출시설계폐기물,폐흡착제,842.1
울산광역시 남구,태광산업(주)울산공장,052-279-3579,사업장생활계폐기물,음식물류폐기물,80.12
울산광역시 남구,한국알콜산업(주),052-259-4763,사업장배출시설계폐기물,그 밖의 폐기물,10.11
울산광역시 남구,한국알콜산업(주),052-259-4763,사업장배출시설계폐기물,그 밖의 폐목재류,27.66
울산광역시 남구,한국알콜산업(주),052-259-4763,사업장배출시설계폐기물,폐내화물,13.49
울산광역시 남구,한국알콜산업(주),052-259-4763,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),184.844
울산광역시 남구,한국알콜산업(주),052-259-4763,사업장배출시설계폐기물,폐활성탄,14.1
울산광역시 남구,한국알콜산업(주),052-259-4763,사업장생활계폐기물,음식물류폐기물,16.87
울산광역시 남구,한국알콜산업(주),052-259-4763,사업장생활계폐기물,폐분말소화기,0.25
울산광역시 남구,한국엔지니어링플라스틱(주),052-279-7882,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",19.74
울산광역시 남구,한국엔지니어링플라스틱(주),052-279-7882,사업장배출시설계폐기물,그 밖의 분진,11.59
울산광역시 남구,한국엔지니어링플라스틱(주),052-279-7882,사업장배출시설계폐기물,그 밖의 폐기물,7.54
울산광역시 남구,한국엔지니어링플라스틱(주),052-279-7882,사업장배출시설계폐기물,그 밖의 폐수처리오니,305.31
울산광역시 남구,한국엔지니어링플라스틱(주),052-279-7882,사업장배출시설계폐기물,폐분말소화기,0.52
울산광역시 남구,한국엔지니어링플라스틱(주),052-279-7882,사업장배출시설계폐기물,폐유리병류(「자원의 절약과 재활용촉진에 관한 법률 시행령」 제18조제1호에 해당하는 것을 말한다),0.25
울산광역시 남구,한국엔지니어링플라스틱(주),052-279-7882,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),431.41
울산광역시 남구,한국엔지니어링플라스틱(주),052-279-7882,사업장배출시설계폐기물,폐활성탄,8.63
울산광역시 남구,한국엔지니어링플라스틱(주),052-279-7882,사업장생활계폐기물,음식물류폐기물,14.21
울산광역시 남구,한국이네오스스티롤루션(주),052-279-5883,사업장배출시설계폐기물,고철,168.92
울산광역시 남구,한국이네오스스티롤루션(주),052-279-5883,사업장배출시설계폐기물,그 밖의 폐기물,3.78
